beneficiary_id,beneficiary_name,age,gender,occupation,bpl_status,program_id,program_name,category,state,district,enrollment_date,enrollment_status,outcome_achieved,source,age_group,is_completed,is_bpl,is_female,days_enrolled,gender_enc,category_enc,state_enc,status_enc
BEN5273,Nisha Verma,63,Female,Artisan,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-12-07,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,391,0,4,11,0
BEN5274,Kavya Pillai,8,Female,Student,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-08-20,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,500,0,4,11,0
BEN5275,Vikas Mehta,25,Male,Small Trader,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-12-27,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,1,0,371,1,4,11,1
BEN5276,Sunita Kumar,32,Male,Student,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-11-07,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,421,1,4,11,0
BEN5277,Amit Banerjee,21,Male,Weaver,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-01-08,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,0,0,724,1,4,11,0
BEN5278,Rekha Nair,53,Male,Domestic Worker,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-05-07,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,605,1,4,11,0
BEN5279,Amit Das,52,Male,Weaver,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-10-10,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,449,1,4,11,0
BEN5280,Asha Yadav,46,Male,Small Trader,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-11-23,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,0,405,1,4,11,2
BEN5281,Sanjay Patel,71,Male,Farmer,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-10-13,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,0,446,1,4,11,1
BEN5282,Sita Tiwari,38,Male,Unemployed,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-07-24,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,527,1,4,11,0
BEN5283,Rohit Pillai,73,Male,Domestic Worker,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-11-12,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,0,416,1,4,11,0
BEN5284,Savita Kumar,42,Female,Housewife,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-12-09,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,1,389,0,4,11,1
BEN5285,Asha Rao,16,Female,Student,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-04-24,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,0,1,618,0,4,11,1
BEN5286,Asha Mehta,38,Male,Domestic Worker,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-02-16,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,685,1,4,11,0
BEN5287,Sanjay Das,20,Male,Unemployed,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-09-10,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,0,479,1,4,11,0
BEN5288,Sanjay Agarwal,57,Other,Domestic Worker,No,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-03-11,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,0,0,662,2,4,11,1
BEN5289,Sita Agarwal,27,Female,Farmer,Yes,PROG1014,Swasthya Seva Camp,Healthcare,Tamil Nadu,Tami District 5,2023-01-15,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,717,0,4,11,0
BEN5290,Sita Gupta,21,Male,Unemployed,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-07-14,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,0,1998,1,4,1,2
BEN5291,Rahul Chopra,30,Male,Farmer,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-06-25,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,2017,1,4,1,1
BEN5292,Amit Rao,36,Female,Artisan,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-05-05,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,2068,0,4,1,0
BEN5293,Rahul Tiwari,42,Female,Fisherman,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-10-17,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1903,0,4,1,0
BEN5294,Sita Mehta,29,Female,Unemployed,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-01-08,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,2185,0,4,1,0
BEN5295,Priya Dubey,69,Female,Artisan,No,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-12-21,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,1,1838,0,4,1,1
BEN5296,Anil Chopra,11,Male,Student,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-01-22,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,0,2171,1,4,1,0
BEN5297,Kavya Nair,61,Female,Fisherman,No,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-05-16,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,1,2057,0,4,1,1
BEN5298,Amit Tiwari,58,Male,Fisherman,Yes,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-05-20,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,0,2053,1,4,1,1
BEN5299,Suresh Das,20,Female,Daily Wage Worker,No,PROG1015,Swasthya Seva Camp,Healthcare,Delhi,Delh District 14,2019-08-07,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,0,1,1974,0,4,1,1
BEN5300,Vikas Iyer,57,Female,Farmer,No,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-09-16,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,1,1203,0,4,0,2
BEN5301,Mohan Agarwal,35,Female,Daily Wage Worker,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-02-27,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1404,0,4,0,0
BEN5302,Anjali Das,14,Male,Student,No,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-02-09,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,0,1422,1,4,0,1
BEN5303,Manoj Yadav,64,Female,Housewife,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-01-28,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,1434,0,4,0,0
BEN5304,Kavya Singh,10,Female,Student,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-03-22,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,1,1,1381,0,4,0,1
BEN5305,Ajay Pandey,39,Male,Daily Wage Worker,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-06-27,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1284,1,4,0,0
BEN5306,Geeta Yadav,54,Male,Domestic Worker,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-07-21,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,0,1260,1,4,0,1
BEN5307,Sunita Kumar,18,Female,Weaver,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-08-26,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1224,0,4,0,0
BEN5308,Ramesh Mehta,8,Male,Student,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-12-05,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,0,1123,1,4,0,0
BEN5309,Prakash Shah,10,Female,Student,No,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-11-11,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,0,1,1147,0,4,0,0
BEN5310,Asha Das,71,Male,Weaver,Yes,PROG1016,Swasthya Seva Camp,Healthcare,Bihar,Biha District 16,2021-02-14,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,0,1417,1,4,0,1
BEN5311,Ramesh Patel,11,Female,Student,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-03-17,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,1,656,0,4,14,1
BEN5312,Vijay Banerjee,46,Female,Small Trader,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-01-17,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,715,0,4,14,0
BEN5313,Nisha Gupta,63,Female,Weaver,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-08-03,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,517,0,4,14,1
BEN5314,Sita Naidu,7,Female,Student,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-07-02,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,0,1,549,0,4,14,0
BEN5315,Arvind Pandey,43,Male,Fisherman,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-04-21,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,621,1,4,14,1
BEN5316,Sunita Mishra,63,Female,Weaver,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-10-16,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,1,443,0,4,14,1
BEN5317,Kavya Singh,33,Female,Artisan,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-11-26,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,1,402,0,4,14,0
BEN5318,Rahul Kumar,68,Female,Unemployed,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-02-09,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,692,0,4,14,1
BEN5319,Lakshmi Joshi,63,Male,Student,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-12-11,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,387,1,4,14,0
BEN5320,Pushpa Singh,62,Female,Weaver,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-09-05,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,484,0,4,14,2
BEN5321,Sunita Chopra,60,Male,Domestic Worker,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-09-25,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,464,1,4,14,2
BEN5322,Pushpa Kumar,21,Female,Weaver,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-10-11,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,448,0,4,14,0
BEN5323,Arvind Iyer,36,Female,Artisan,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-05-15,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,1,597,0,4,14,1
BEN5324,Dinesh Tiwari,75,Male,Fisherman,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-11-07,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,0,421,1,4,14,0
BEN5325,Ravi Iyer,27,Female,Artisan,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-12-04,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,1,394,0,4,14,1
BEN5326,Prakash Pillai,73,Female,Unemployed,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-01-17,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,715,0,4,14,0
BEN5327,Sunita Joshi,39,Male,Housewife,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-05-22,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,0,590,1,4,14,0
BEN5328,Manoj Joshi,74,Female,Domestic Worker,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-02-20,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,1,681,0,4,14,1
BEN5329,Savita Reddy,35,Female,Small Trader,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-12-22,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,376,0,4,14,0
BEN5330,Kiran Chopra,11,Female,Student,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-05-07,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,1,605,0,4,14,1
BEN5331,Smita Dubey,74,Male,Student,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-12-07,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,0,391,1,4,14,0
BEN5332,Vijay Kumar,27,Male,Daily Wage Worker,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-07-02,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,549,1,4,14,0
BEN5333,Pushpa Yadav,5,Female,Student,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-12-05,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,393,0,4,14,0
BEN5334,Mala Pillai,43,Female,Weaver,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-09-12,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,477,0,4,14,0
BEN5335,Meena Das,13,Male,Student,Yes,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-03-14,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,0,659,1,4,14,0
BEN5336,Rohit Joshi,47,Female,Small Trader,No,PROG1017,Aarogya Mitra,Healthcare,West Bengal,West District 3,2023-04-25,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,0,1,617,0,4,14,1
BEN5337,Amit Singh,49,Female,Weaver,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-10-08,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,1,816,0,4,10,2
BEN5338,Kiran Reddy,19,Female,Fisherman,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-12-10,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,753,0,4,10,0
BEN5339,Dinesh Shah,67,Female,Student,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-06-17,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,929,0,4,10,0
BEN5340,Sunil Chopra,5,Male,Student,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-04-22,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,0,985,1,4,10,1
BEN5341,Seema Singh,31,Male,Unemployed,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-11-27,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,0,766,1,4,10,2
BEN5342,Pooja Sharma,63,Male,Farmer,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-02-03,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,1063,1,4,10,0
BEN5343,Rajesh Mishra,38,Female,Domestic Worker,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-11-13,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,780,0,4,10,0
BEN5344,Kavya Chopra,5,Male,Student,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-10-03,Completed,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,0,821,1,4,10,1
BEN5345,Vijay Mehta,69,Female,Small Trader,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-10-03,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,821,0,4,10,0
BEN5346,Priya Banerjee,25,Male,Housewife,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-12-13,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,0,0,750,1,4,10,1
BEN5347,Pooja Tiwari,52,Male,Farmer,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-09-28,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,826,1,4,10,0
BEN5348,Rajesh Pandey,55,Male,Daily Wage Worker,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-05-07,Completed,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,0,970,1,4,10,1
BEN5349,Dinesh Patel,25,Female,Weaver,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-05-07,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,0,1,970,0,4,10,0
BEN5350,Savita Shah,75,Female,Daily Wage Worker,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-05-04,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,1,973,0,4,10,0
BEN5351,Vikas Patel,35,Female,Weaver,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-02-07,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1059,0,4,10,0
BEN5352,Usha Iyer,24,Male,Artisan,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-06-14,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,0,932,1,4,10,0
BEN5353,Rohit Iyer,60,Female,Artisan,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-03-22,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,1,1016,0,4,10,1
BEN5354,Vikas Tiwari,67,Male,Housewife,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-11-20,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,0,773,1,4,10,0
BEN5355,Ravi Chopra,30,Female,Daily Wage Worker,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-12-03,Completed,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,1,760,0,4,10,1
BEN5356,Pushpa Reddy,32,Male,Fisherman,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-05-18,Completed,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,0,959,1,4,10,1
BEN5357,Pooja Mehta,55,Female,Weaver,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-12-28,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,735,0,4,10,0
BEN5358,Anjali Reddy,51,Female,Student,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-10-22,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,802,0,4,10,0
BEN5359,Meena Dubey,23,Male,Domestic Worker,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-06-02,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,0,944,1,4,10,0
BEN5360,Anil Mehta,34,Female,Student,No,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-09-26,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,1,828,0,4,10,0
BEN5361,Rahul Verma,46,Female,Fisherman,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-11-27,Active,Surgery Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,766,0,4,10,0
BEN5362,Rajesh Kumar,53,Male,Artisan,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-10-21,Completed,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,0,803,1,4,10,1
BEN5363,Ramesh Mishra,71,Female,Artisan,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-08-26,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,859,0,4,10,0
BEN5364,Ravi Shah,26,Female,Fisherman,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-11-09,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,784,0,4,10,0
BEN5365,Arvind Iyer,20,Male,Unemployed,Yes,PROG1018,Poshan Abhiyan Support,Healthcare,Rajasthan,Raja District 11,2022-06-24,Active,Health Checkup Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,0,922,1,4,10,0
BEN5366,Arjun Rao,57,Female,Farmer,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-03-19,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,654,0,4,3,0
BEN5367,Rahul Dubey,23,Female,Small Trader,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-03-17,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,656,0,4,3,2
BEN5368,Rajesh Rao,7,Male,Student,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-12-22,Completed,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,1,0,376,1,4,3,1
BEN5369,Arvind Banerjee,66,Female,Unemployed,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-10-05,Completed,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,454,0,4,3,1
BEN5370,Dinesh Yadav,26,Male,Artisan,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-08-20,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,500,1,4,3,0
BEN5371,Ravi Singh,7,Female,Student,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-09-22,Active,Vaccination Complete,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,467,0,4,3,0
BEN5372,Meena Banerjee,9,Male,Student,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-09-17,Completed,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,1,0,472,1,4,3,1
BEN5373,Ravi Pandey,74,Male,Unemployed,No,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-09-14,Active,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,0,475,1,4,3,0
BEN5374,Seema Mishra,66,Male,Unemployed,Yes,PROG1019,Poshan Abhiyan Support,Healthcare,Haryana,Hary District 17,2023-06-19,Completed,Medical Treatment Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,0,562,1,4,3,1
